Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.42617435006387205, 0.0053846455094998524)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501417939, 0.005384644891226531)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435014198574, 0.005384644892746371)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435014826477, 0.005384644893138113)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435016094163, 0.005384644892445778)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501508284, 0.0053846448310346795)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435002627935, 0.00538464487584428)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435013960886, 0.005384644892245438)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501166342, 0.005384644892345969)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435010560967, 0.005384644896537061)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435007366467, 0.00538464488854562)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743504618556, 0.005384644862868049)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435024007594, 0.005384644908851877)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501325649, 0.005384644893720925)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435013238086, 0.0053846448940065295)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501344482, 0.005384644893734525)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435013275745, 0.005384644894170676)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435012632765, 0.005384644891252566)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435007395316, 0.005384644889684709)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501271639, 0.005384644893577817)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435013685695, 0.00538464489348961)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435012912286, 0.005384644894729618)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501333297, 0.005384644891927193)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435015029465, 0.0053846448848595685)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743501405117, 0.0053846448913810185)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109509009126, 0.004061385994281186)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910960380949, 0.004061386020227764)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910958075273, 0.0040613860183357775)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109568630533, 0.004061385977525811)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910952202522, 0.004061386093821784)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109510060157, 0.004061386432988701)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109545843095, 0.0040613884540651735)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109509821454, 0.004061385991086852)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950987482, 0.0040613859932165375)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910951049292, 0.004061385993857802)   (rho_normalized calls: 651) 


Obj funtion: (0.428491095117838, 0.0040613859932267515)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950943846, 0.004061385912154047)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910949634589, 0.004061385903543047)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109509587174, 0.004061385992253974)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950732991, 0.004061385992352506)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950623541, 0.004061385996427913)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950283691, 0.0040613859913302686)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109541768016, 0.004061385970839382)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910952060048, 0.0040613860328490015)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950894043, 0.00406138599411715)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950892248, 0.004061385994400368)   (rho_normalized calls: 651) 


Obj funtion: (0.428491095091221, 0.004061385994302891)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950899867, 0.004061385994504785)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109508205135, 0.00406138598824235)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950342418, 0.004061386006294299)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109508426203, 0.004061385995410172)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950938261, 0.004061385994032718)   (rho_normalized calls: 651) 


Obj funtion: (0.4284910950863726, 0.004061385994344691)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109508909, 0.004061385992978006)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109510639666, 0.004061385987497945)   (rho_normalized calls: 651) 


Obj funtion: (0.42849109509598604, 0.004061385987033539)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391929641496, 0.005385169683725655)   (rho_normalized calls: 651) 


Obj funtion: (0.42617392024097656, 0.005385169705691084)   (rho_normalized calls: 651) 


Obj funtion: (0.42617392000808435, 0.00538516970838826)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739198887987, 0.005385169667824763)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739194079189, 0.005385169821257196)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739192198794, 0.005385170040933307)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391922682035, 0.005385170300289954)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391930496906, 0.005385169681079938)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739193051609, 0.005385169682599833)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391931143966, 0.005385169682991298)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739193241172, 0.005385169682298074)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739193140003, 0.005385169620865993)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739191894456, 0.005385169665660328)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739193027843, 0.005385169682098179)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739192798096, 0.005385169682198654)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739192687849, 0.0053851696863913)   (rho_normalized calls: 651) 


Obj funtion: (0.426173919236838, 0.005385169678398916)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391962502466, 0.005385169652720123)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739194032557, 0.005385169698717607)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391929574017, 0.005385169683573943)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391929555637, 0.005385169683858826)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391929762344, 0.005385169683588098)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739192959325, 0.005385169684024582)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391928950304, 0.005385169681103419)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739192371265, 0.0053851696795434445)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391929033976, 0.00538516968342978)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391930003273, 0.0053851696833416285)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391929229825, 0.00538516968458308)   (rho_normalized calls: 651) 


Obj funtion: (0.4261739192965049, 0.005385169681780599)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391931347004, 0.005385169674710033)   (rho_normalized calls: 651) 


Obj funtion: (0.42617391930368803, 0.005385169681229207)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368720043, 0.0040117095482110066)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813782000857, 0.004011709573550681)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813758944123, 0.0040117095716395434)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081374682301, 0.004011709531418828)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813700040713, 0.004011709647886552)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368787109, 0.004011709980395406)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081372418795, 0.004011711942385365)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813688012823, 0.00401170954509622)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368806616, 0.004011709547161679)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813688684236, 0.004011709547799336)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368997001, 0.004011709547161624)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813687668804, 0.004011709467417912)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813674644045, 0.004011709460016166)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813687778544, 0.00401170954626251)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368552118, 0.004011709546329345)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813684426564, 0.004011709550358344)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368103958, 0.0040117095452610885)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081371999295, 0.004011709524843088)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813698745677, 0.004011709585755363)   (rho_normalized calls: 651) 


Obj funtion: (0.428508136871318, 0.004011709548050468)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368711383, 0.0040117095483303555)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368731342, 0.004011709548234488)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368718954, 0.004011709548428499)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813686399575, 0.004011709542316166)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813681619837, 0.00401170955978708)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368661741, 0.004011709549284537)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813687573935, 0.004011709547951214)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813686828637, 0.004011709548264131)   (rho_normalized calls: 651) 


Obj funtion: (0.42850813687101275, 0.004011709546918429)   (rho_normalized calls: 651) 


Obj funtion: (0.428508136888333, 0.004011709541454467)   (rho_normalized calls: 651) 


Obj funtion: (0.4285081368779078, 0.004011709541144992)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373363842437, 0.005385395931926107)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737345829867, 0.005385395953891536)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737343500948, 0.005385395956586603)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737342308089, 0.00538539591602144)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373374994116, 0.005385396069463588)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737335619099, 0.005385396289178279)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373356873234, 0.005385396548893029)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373364697886, 0.005385395929278836)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336471708, 0.0053853959307992305)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373365344996, 0.005385395931190862)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336661281, 0.005385395930497916)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336560094, 0.005385395869053677)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373353145155, 0.005385395913843238)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336447937, 0.005385395930299186)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336218191, 0.0053853959303987176)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336107945, 0.005385395934591586)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737335788468, 0.005385395926598646)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373396703107, 0.0053853959009210195)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373374526724, 0.005385395946923277)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373363774963, 0.005385395931774395)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373363756555, 0.005385395932059889)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373363963357, 0.005385395931787107)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336379427, 0.005385395932222925)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336315126, 0.005385395929302039)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373357913524, 0.005385395927746284)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373363234934, 0.005385395931630121)   (rho_normalized calls: 651) 


Obj funtion: (0.426173733642042, 0.005385395931542358)   (rho_normalized calls: 651) 


Obj funtion: (0.4261737336343082, 0.005385395932782089)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373363851485, 0.005385395929979053)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373365547956, 0.005385395922909042)   (rho_normalized calls: 651) 


Obj funtion: (0.42617373364569777, 0.005385395929428771)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949243253, 0.003979540783104196)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195958723303, 0.003979540808057458)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195956417628, 0.003979540806135329)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959552055924, 0.003979540766295808)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195950515707, 0.003979540882834587)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959492852576, 0.003979541211082516)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195952951945, 0.00397954313556631)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949324493, 0.003979540780039592)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949329824, 0.003979540782064583)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949391641, 0.0039795407827001306)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959495198505, 0.003979540782057367)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959492926595, 0.003979540703167528)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195947994671, 0.003979540696527228)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949301057, 0.003979540781204605)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949075321, 0.003979540781252289)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195948965854, 0.003979540785250757)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959486279034, 0.003979540780154334)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959525247124, 0.003979540759788069)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959503947396, 0.0039795408199980176)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959492363845, 0.00397954078294499)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949234591, 0.003979540783223323)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949254549, 0.003979540783128344)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959492421365, 0.003979540783317914)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949163358, 0.003979540777299673)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959486854746, 0.0039795407944028804)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959491849423, 0.003979540784142199)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949280606, 0.003979540782837354)   (rho_normalized calls: 651) 


Obj funtion: (0.428519594920608, 0.003979540783150881)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949233397, 0.003979540781817892)   (rho_normalized calls: 651) 


Obj funtion: (0.42851959494066927, 0.003979540776366808)   (rho_normalized calls: 651) 


Obj funtion: (0.4285195949302334, 0.003979540776152868)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736533318742, 0.0053854938151523535)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736542764364, 0.005385493837118671)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365404354496, 0.005385493839813238)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365392425893, 0.005385493799246688)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736534433964, 0.005385493952692999)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736532553679, 0.005385494172426786)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365326213913, 0.00538549443229569)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365334042906, 0.005385493812504416)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365334062085, 0.0053854938140246444)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365334689894, 0.005385493814418496)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736533595771, 0.005385493813724607)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736533494575, 0.005385493752279091)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736532248995, 0.005385493797063601)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365333824353, 0.005385493813525433)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736533152691, 0.005385493813624576)   (rho_normalized calls: 651) 


Obj funtion: (0.42617365330424445, 0.00538549381781811)   (rho_normalized calls: 651) 


Obj funtion: (0.4261736532722963, 0.005385493809825004)   (rho_normalized calls: 651) 
